oui,manufacturer
EC:30:B3,Xiaomi Communications Co Ltd
08:E6:3B,zte corporation
88:C1:74,zte corporation
C8:9E:61,Lyngsoe Systems LTd
90:2C:FB,"CanTops Co,.Ltd."
1C:AF:4A,"Samsung Electronics Co.,Ltd"
C8:12:0B,"Samsung Electronics Co.,Ltd"
6C:15:24,IEEE Registration Authority
C0:8D:51,Amazon Technologies Inc.
44:B4:B2,Amazon Technologies Inc.
AC:CC:FC,Amazon Technologies Inc.
E8:DC:6C,"Cisco Systems, Inc"
B0:3F:64,"Apple, Inc."
2C:82:17,"Apple, Inc."
14:2D:4D,"Apple, Inc."
EC:42:CC,"Apple, Inc."
B8:21:1C,"Apple, Inc."
28:BE:43,"vivo Mobile Communication Co., Ltd."
2C:FC:8B,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
00:26:04,WorldCast Systems
F8:AD:24,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
A8:C9:8A,"New H3C Technologies Co., Ltd"
E0:27:6C,Guangzhou Shiyuan Electronic Technology Company Limited
DC:8E:95,Silicon Laboratories
AC:8F:A9,Nokia Solutions and Networks GmbH & Co. KG
00:0A:D0,"Niigata Develoment Center, F.I.T. Co., Ltd."
7C:EF:40,Nextorage Corporation
C0:E0:1C,"IoT Security Group, SL"
AC:51:AB,"Huawei Technologies Co.,Ltd"
48:CD:D3,"Huawei Technologies Co.,Ltd"
CC:66:18,Adtran Inc
44:29:1E,AltoBeam (China) Inc.
24:EB:ED,"Huawei Technologies Co.,Ltd"
28:74:F5,Nokia Solutions and Networks GmbH & Co. KG
A0:44:66,Intellics
44:6D:7F,Amazon Technologies Inc.
24:06:F2,"Sichuan Tianyi Comheart Telecom Co.,LTD"
68:18:D9,Hill AFB - CAPRE Group
18:BC:57,ADVA Optical Networking Ltd.
D8:E2:DF,Microsoft Corporation
38:8F:30,"Samsung Electronics Co.,Ltd"
6C:0F:61,Hypervolt Ltd
C0:C1:70,"Shenzhen SuperElectron Technology Co.,Ltd."
50:42:89,zte corporation
84:C6:92,Texas Instruments
6C:B2:FD,Texas Instruments
30:2B:DC,"Top-Unum Electronics Co., LTD"
90:F7:B2,"New H3C Technologies Co., Ltd"
1C:47:F6,"Zhidao Network Technology(Shenzhen) Co.,Ltd"
00:0C:D6,Partner Tech
6C:93:08,IEEE Registration Authority
E8:81:AB,"Beijing Sankuai Online Technology Co.,Ltd"
D4:BD:4F,Ruckus Wireless
5C:C9:C0,Renesas Electronics (Penang) Sdn. Bhd.
8C:15:53,Beijing Memblaze Technology Co Ltd
6C:B1:58,"Tp-Link Technologies Co.,Ltd."
B0:A4:F0,"Huawei Technologies Co.,Ltd"
04:E3:1A,Sagemcom Broadband SAS
B4:69:5F,TCT mobile ltd
24:75:3A,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
C8:58:95,"Motorola Mobility LLC, a Lenovo Company"
6C:99:9D,Amazon Technologies Inc.
C0:06:0C,"Huawei Technologies Co.,Ltd"
2C:33:41,China Mobile IOT Company Limited
AC:56:7B,Sunnovo International Limited
34:D7:37,IBG Industriebeteiligungsgesellschaft mbH &b Co. KG
A8:53:7D,"Mist Systems, Inc."
E4:DA:DF,Taicang T&W Electronics
7C:35:F8,"Zhejiang Tmall Technology Co., Ltd."
B0:5C:16,"Fiberhome Telecommunication Technologies Co.,LTD"
08:E0:21,"Honor Device Co., Ltd."
9C:C1:2D,"GD Midea Air-Conditioning Equipment Co.,Ltd."
74:26:FF,zte corporation
C4:27:28,zte corporation
8C:C7:C3,Netlink Ict
E8:D3:22,"Cisco Systems, Inc"
A0:B4:BF,InfiNet LLC
7C:C9:5E,"Dongguan Liesheng Electronic Co., Ltd."
D0:ED:FF,Zf Cvcs
98:8F:E0,IEEE Registration Authority
F8:A9:1F,"ZVISION Technologies Co., Ltd"
C0:79:82,"TCL King Electrical Appliances(Huizhou)Co.,Ltd"
08:00:76,Pc Lan Technologies
7C:CC:FC,"Quectel Wireless Solutions Co.,Ltd."
DC:80:84,"Apple, Inc."
4C:BA:D7,LG Innotek
34:B8:83,"Cisco Systems, Inc"
80:65:7C,"Apple, Inc."
2C:FD:B4,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd"
38:C8:04,"Hui Zhou Gaoshengda Technology Co.,LTD"
E0:07:C2,"Fujian Star-Net Communication Co.,Ltd"
18:D7:93,IEEE Registration Authority
10:2C:8D,"GD Midea Air-Conditioning Equipment Co.,Ltd."
D8:B6:73,Texas Instruments
B4:F2:67,"Compal Broadband Networks, Inc."
B0:DD:74,Heimgard Technologies AS
C0:FB:C1,Itel Mobile Limited
98:50:A3,Signaltek Jsc
B4:8C:9D,AzureWave Technology Inc.
50:B3:B4,"Shenzhen Furuilian Electronic Co.,Ltd."
94:E6:86,Espressif Inc.
F8:28:C9,"Huawei Technologies Co.,Ltd"
FC:11:93,"Huawei Technologies Co.,Ltd"
DC:36:43,IEEE Registration Authority
50:87:4D,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
A4:17:52,Hifocus Electronics India Private Limited
00:62:0B,Broadcom Limited
40:FE:95,"New H3C Technologies Co., Ltd"
A0:53:94,"Shenzhen zediel co., Ltd."
04:EE:E8,IEEE Registration Authority
9C:B8:B4,"AMPAK Technology,Inc."
84:B4:DB,Silicon Laboratories
1C:70:C9,"Jiangsu Aisida Electronic Co., Ltd"
3C:F7:D1,OMRON Corporation
DC:CC:E6,"Samsung Electronics Co.,Ltd"
F0:65:AE,"Samsung Electronics Co.,Ltd"
50:89:D1,"Huawei Device Co., Ltd."
BC:D0:74,"Apple, Inc."
0C:1E:F7,Omni-ID
E8:51:77,"Qingdao Intelligent&Precise Electronics Co.,Ltd."
38:8A:21,"UAB ""Teltonika Telematics"""
A4:5F:B9,"DreamBig Semiconductor, Inc."
34:5D:9E,Sagemcom Broadband SAS
00:0F:32,Lootom Telcovideo Network (Wuxi) Co Ltd
18:C2:3C,"Lumi United Technology Co., Ltd"
04:75:F9,Taicang T&W Electronics
E0:6D:18,Pioneercorporation
8C:F8:C5,Intel Corporate
A0:59:50,Intel Corporate
D4:35:4A,ALAXALA Networks Corporation
40:E9:9B,Samsung Electro-Mechanics(Thailand)
90:FF:D6,"Honor Device Co., Ltd."
CC:A3:BD,Itel Mobile Limited
BC:AF:87,"smartAC.com, Inc."
C0:2B:31,"Phytium Technology Co.,Ltd."
58:CF:79,Espressif Inc.
78:62:99,BITSTREAM sp. z o.o.
CC:5B:31,"Nintendo Co.,Ltd"
C0:28:0B,"Honor Device Co., Ltd."
9C:EA:97,"Honor Device Co., Ltd."
C8:9B:AD,"Honor Device Co., Ltd."
B4:D2:86,"Telechips, Inc."
08:F8:0D,IEEE Registration Authority
BC:45:5B,"Samsung Electronics Co.,Ltd"
D4:2C:46,Buffalo.Inc
10:91:A8,Espressif Inc.
78:04:7A,Edge Networks LLC
B0:3C:DC,Intel Corporate
20:80:97,Shenzhen OXO Technology limited
7C:16:89,Sagemcom Broadband SAS
5C:83:CD,New platforms
84:15:D3,"Huawei Technologies Co.,Ltd"
D4:94:00,"Huawei Technologies Co.,Ltd"
38:4B:24,Siemens Ag
F0:AE:66,"Cosonic Intelligent Technologies Co., Ltd."
3C:A9:16,"Huawei Device Co., Ltd."
80:6A:00,"Cisco Systems, Inc"
A0:6C:65,Texas Instruments
44:85:02,"Shenzhen SuperElectron Technology Co.,Ltd."
F4:A4:54,IEEE Registration Authority
58:FC:C6,Tozo Inc
C4:1C:07,"Samsung Electronics Co.,Ltd"
40:11:C3,"Samsung Electronics Co.,Ltd"
C4:7D:9F,"Samsung Electronics Co.,Ltd"
A4:EF:15,AltoBeam (China) Inc.
1C:45:86,"Nintendo Co.,Ltd"
18:5B:00,Nokia
30:5A:99,"Sichuan Tianyi Comheart Telecom Co.,LTD"
60:4D:E1,"Huawei Technologies Co.,Ltd"
70:4E:6B,"Huawei Technologies Co.,Ltd"
60:3D:29,"Huawei Technologies Co.,Ltd"
10:A5:1D,Intel Corporate
58:9B:4A,DWnet Technologies(Suzhou) Corporation
50:7C:6F,Intel Corporate
98:DD:60,"Apple, Inc."
C0:44:42,"Apple, Inc."
D4:68:AA,"Apple, Inc."
F8:C3:CC,"Apple, Inc."
54:C4:80,"Huawei Technologies Co.,Ltd"
D8:66:EE,"Boxin Communication Co.,Ltd."
F4:57:3E,"Fiberhome Telecommunication Technologies Co.,LTD"
70:C6:DD,"New H3C Technologies Co., Ltd"
3C:9E:C7,Sky Uk Limited
08:8E:90,Intel Corporate
28:2A:87,Itel Mobile Limited
24:26:BA,"Shenzhen Toptel Technology Co., Ltd."
F0:6C:73,Nokia
9C:75:6E,Ajax Systems DMCC
E8:F9:D4,"Huawei Technologies Co.,Ltd"
B0:C7:87,"Huawei Technologies Co.,Ltd"
0C:4F:9B,"Huawei Technologies Co.,Ltd"
48:2F:D7,"Huawei Technologies Co.,Ltd"
7C:21:4A,Intel Corporate
50:84:92,Intel Corporate
98:80:BB,IEEE Registration Authority
B8:12:DA,Lvswitches Inc.
A0:D7:F3,"Samsung Electronics Co.,Ltd"
78:90:A2,zte corporation
AC:BC:D9,"Cisco Systems, Inc"
D8:B0:53,Xiaomi Communications Co Ltd
6C:F7:84,Xiaomi Communications Co Ltd
54:6C:EB,Intel Corporate
00:93:37,Intel Corporate
58:CE:2A,Intel Corporate
04:2B:58,"Shenzhen Hanzsung Technology Co.,Ltd"
B4:3D:08,GX International BV
70:89:F5,"Dongguan Lingjie IOT Co., LTD"
94:31:CB,"vivo Mobile Communication Co., Ltd."
B8:20:8E,"Panasonic Connect Co., Ltd."
84:7B:57,Intel Corporate
40:06:D5,"Cisco Systems, Inc"
C4:CA:2B,Arista Networks
60:7D:DD,"Shenzhen Shichuangyi Electronics Co.,Ltd"
AC:5E:14,"Huawei Technologies Co.,Ltd"
20:DF:73,"Huawei Technologies Co.,Ltd"
48:12:8F,"Huawei Technologies Co.,Ltd"
64:CB:E9,LG Innotek
24:D8:1E,"MirWifi,Joint-Stock Company"
90:38:0C,Espressif Inc.
BC:22:28,D-Link International
40:CA:63,Seongji Industry Company
40:B0:A1,"Valcom Co.,Ltd."
10:3C:59,zte corporation
D4:8A:3B,Hunan Fn-Link Technology Limited
6C:DD:EF,EPCOMM Inc.
10:B7:A8,CableFree Networks Limited
78:44:4A,"Shenzhen Aiwinn information Technology Co., Ltd."
D0:F1:21,"Xi'an LINKSCI Technology Co., Ltd"
9C:56:36,"Huawei Device Co., Ltd."
94:7F:1D,"Shenzhen Fastrain Technology Co., Ltd."
D0:F5:20,KYOCERA Corporation
70:B6:4F,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd."
B8:94:70,Calix Inc.
E4:29:3D,"Shenzhen Sy-Fiber Optical Communication Technology.Co.,Ltd"
70:B9:BB,"Shenzhen Hankvision Technology CO.,LTD"
B4:20:5B,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
A4:C6:9A,"Samsung Electronics Co.,Ltd"
8C:B8:7E,Intel Corporate
70:1A:B8,Intel Corporate
5C:DF:89,Ruckus Wireless
B8:8C:29,"GD Midea Air-Conditioning Equipment Co.,Ltd."
54:44:A3,"Samsung Electronics Co.,Ltd"
D0:3F:27,Wyze Labs Inc
30:03:C8,Cloud Network Technology Singapore Pte. Ltd.
08:9E:84,"Huawei Technologies Co.,Ltd"
10:82:D7,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
78:5E:E8,IEEE Registration Authority
9C:40:CD,Synclayer Inc.
D8:BE:1F,"Apple, Inc."
98:50:2E,"Apple, Inc."
58:0A:D4,"Apple, Inc."
A4:77:F3,"Apple, Inc."
CC:BC:E3,"Huawei Technologies Co.,Ltd"
08:8E:DC,"Apple, Inc."
A8:4A:28,"Apple, Inc."
BC:6A:D1,Xiaomi Communications Co Ltd
08:45:D1,"Cisco Systems, Inc"
18:E2:15,Nokia
EC:1C:5D,Siemens AG
84:27:B6,China Mobile IOT Company Limited
80:7E:B4,"Shenzhen SuperElectron Technology Co.,Ltd."
2C:B8:ED,SonicWall
50:0A:52,Huiwan Technologies Co. Ltd
54:A9:D4,Minibar Systems
00:00:62,Bull Hn Information Systems
C8:C9:A3,Espressif Inc.
E4:3B:C9,"Hisense Visual Technology Co.,Ltd"
E8:95:26,"Luxshare Precision Industry CO., LTD."
10:41:21,Tellescom Industria E Comercio Em Telecomunicacao
D4:93:90,Clevo Co.
BC:06:2D,"Wacom Co.,Ltd."
3C:93:F4,"Huawei Technologies Co.,Ltd"
64:33:B5,IEEE Registration Authority
50:4B:9E,"Huawei Device Co., Ltd."
04:7A:AE,"Huawei Device Co., Ltd."
40:9C:A6,Curvalux
8C:4B:14,Espressif Inc.
D8:80:83,Cloud Network Technology Singapore Pte. Ltd.
FC:42:65,"Zhejiang Tmall Technology Co., Ltd."
18:77:58,Audoo Limited (UK)
44:D4:54,Sagemcom Broadband SAS
68:87:C6,"Cisco Systems, Inc"
80:24:8F,"Cisco Systems, Inc"
4C:50:F1,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
B4:E4:54,Amazon Technologies Inc.
0C:43:F9,Amazon Technologies Inc.
44:A9:2C,IEEE Registration Authority
84:AC:16,"Apple, Inc."
2C:BC:87,"Apple, Inc."
50:78:B0,"Huawei Device Co., Ltd."
E4:07:2B,"Huawei Device Co., Ltd."
24:46:E4,"Huawei Technologies Co.,Ltd"
50:E7:A0,Renesas Electronics (Penang) Sdn. Bhd.
90:E8:68,AzureWave Technology Inc.
68:F0:D0,SkyBell Technologies Inc.
FC:A8:9B,Texas Instruments
98:F0:7B,Texas Instruments
CC:89:6C,GN Hearing A/S
A4:FF:95,Nokia
D4:73:50,"DBG Commnunications Technology Co., Ltd."
70:DA:17,Austrian Audio GmbH
38:61:A5,Grabango Co
78:D3:ED,Norma
8C:1E:D9,"Beijing Unigroup Tsingteng Microsystem Co., LTD."
34:B4:72,Espressif Inc.
F8:0C:58,Taicang T&W Electronics
50:41:1C,"AMPAK Technology,Inc."
F4:26:79,Intel Corporate
B0:37:95,LG Electronics
3C:7A:F0,Itel Mobile Limited
48:F3:F3,"Baidu Online Network Technology (Beijing) Co., Ltd"
08:1C:6E,Xiaomi Communications Co Ltd
50:81:40,HP Inc.
FC:58:DF,Interphone Service
98:10:82,"Nsolution Co., Ltd."
38:A6:59,Sagemcom Broadband SAS
78:13:05,IEEE Registration Authority
34:24:3E,zte corporation
98:ED:7E,eero inc.
34:FE:9E,Fujitsu Limited
38:45:3B,Ruckus Wireless
64:50:D6,Liquidtool Systems
F4:46:37,Intel Corporate
0C:71:8C,TCT mobile ltd
A8:48:FA,Espressif Inc.
50:5D:7A,zte corporation
C4:12:34,"Apple, Inc."
3C:A6:F6,"Apple, Inc."
68:1B:EF,"Huawei Technologies Co.,Ltd"
E4:DC:5F,"Cofractal, Inc."
4C:AB:4F,"Apple, Inc."
9C:58:3C,"Apple, Inc."
00:09:01,Shenzhen Shixuntong Information & Technoligy Co
F4:63:E7,"Nanjing Maxon O.E. Tech. Co., LTD"
88:AE:DD,"EliteGroup Computer Systems Co., LTD"
78:06:C9,"Huawei Device Co., Ltd."
E8:A6:CA,"Huawei Device Co., Ltd."
CC:FA:66,"Huawei Device Co., Ltd."
68:96:6A,Ohsung
A0:E7:0B,Intel Corporate
04:EE:EE,"Laplace System Co., Ltd."
1C:3C:D4,"Huawei Technologies Co.,Ltd"
F4:E4:51,"Huawei Technologies Co.,Ltd"
48:22:18,"Shenzhen Yipingfang Network Technology Co., Ltd."
F8:8E:A1,Edgecore Networks Corporation
2C:48:81,"vivo Mobile Communication Co., Ltd."
E4:0C:FD,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
58:D6:97,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
30:A1:76,"Fiberhome Telecommunication Technologies Co.,LTD"
48:E7:DA,AzureWave Technology Inc.
04:71:53,Sernet (Suzhou) Technologies Corporation
40:C4:8C,"N-iTUS CO.,LTD."
54:37:BB,Taicang T&W Electronics
60:F8:F2,Synaptec
AC:74:B1,Intel Corporate
F4:60:77,Texas Instruments
C0:3C:04,Sagemcom Broadband SAS
A4:D7:3C,Seiko Epson Corporation
00:08:08,"PPT Vision, Inc."
6C:10:8B,WeLink Communications
4C:71:67,PoLabs d.o.o.
7C:85:30,Nokia
24:A7:99,"Huawei Device Co., Ltd."
7C:3E:74,"Huawei Device Co., Ltd."
14:89:19,2bps
58:FD:5D,"Hangzhou Xinyun technology Co., Ltd."
18:52:07,"Sichuan Tianyi Comheart Telecom Co.,LTD"
E0:C6:3C,"Sichuan Tianyi Comheart Telecom Co.,LTD"
F8:BA:E6,Nokia
BC:EC:A0,"Compal Information (Kunshan) Co., Ltd."
A4:55:90,Xiaomi Communications Co Ltd
08:01:0F,"Sichuan Tianyi Comheart Telecom Co.,LTD"
C0:CC:42,"Sichuan Tianyi Comheart Telecom Co.,LTD"
80:65:59,EM Microelectronic
D0:47:C1,Elma Electronic AG
B8:A3:77,"Cisco Systems, Inc"
E4:4E:2D,"Cisco Systems, Inc"
98:42:65,Sagemcom Broadband SAS
DC:21:5C,Intel Corporate
C4:23:60,Intel Corporate
78:D9:E9,Momentum Iot
10:3D:1C,Intel Corporate
38:87:D5,Intel Corporate
1C:D1:07,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
9C:1C:37,AltoBeam (China) Inc.
2C:08:23,Sercomm France Sarl
A8:93:4A,"Chongqing Fugui Electronics Co.,Ltd."
C8:7B:23,Bose Corporation
00:04:7D,Motorola Solutions Inc.
8C:19:B5,Arcadyan Corporation
34:AB:95,Espressif Inc.
C4:91:CF,Luxul
D8:9A:C1,Nokia
F0:B1:1D,Nokia
7C:D9:F4,"UAB ""Teltonika Telematics"""
A4:D7:95,"Wingtech Mobile Communications Co.,Ltd"
84:AB:26,Tiinlab Corporation
58:35:6B,Tecno Mobile Limited
F8:97:53,"Huawei Device Co., Ltd."
58:94:AE,"Huawei Device Co., Ltd."
B0:3A:CE,"Huawei Device Co., Ltd."
F8:4C:DA,"Huawei Technologies Co.,Ltd"
BC:FF:4D,Espressif Inc.
A4:05:6E,Tiinlab Corporation
FC:4E:A4,"Apple, Inc."
F4:BE:EC,"Apple, Inc."
54:E6:1B,"Apple, Inc."
14:DD:9C,"vivo Mobile Communication Co., Ltd."
64:64:4A,"Beijing Xiaomi Mobile Software Co., Ltd"
E8:9E:0C,Max8Usa Distributors Inc.
64:80:8B,"VG Controls, Inc."
FC:13:F0,"Bouffalo Lab (Nanjing) Co., Ltd."
20:89:6F,"Fiberhome Telecommunication Technologies Co.,LTD"
F4:FB:B8,"Huawei Technologies Co.,Ltd"
A0:70:B7,"Huawei Technologies Co.,Ltd"
78:B5:54,"Huawei Device Co., Ltd."
68:9E:6A,"Huawei Device Co., Ltd."
28:2B:96,"Huawei Device Co., Ltd."
A4:39:B6,Shenzhen Peizhe Microelectronics Co.Ltd
00:04:AD,Malibu Networks
C4:5B:BE,Espressif Inc.
00:26:18,ASUSTek COMPUTER INC.
CC:33:31,Texas Instruments
FC:9C:98,Arlo Technology
1C:6E:E6,Nhnetworks
08:F6:06,zte corporation
B8:14:DB,Ohsung
1C:D1:E0,"Cisco Systems, Inc"
E8:FD:35,"Huawei Device Co., Ltd."
EC:C5:D2,"Huawei Device Co., Ltd."
40:44:FD,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
64:6E:E0,Intel Corporate
04:56:E5,Intel Corporate
88:46:04,Xiaomi Communications Co Ltd
84:1E:A3,Sagemcom Broadband SAS
8C:2A:8E,DongGuan Ramaxel Memory Technology
80:07:1B,"Vsolution Telecommunication Technology Co.,Ltd."
24:45:6B,"Huawei Device Co., Ltd."
48:38:71,"Huawei Device Co., Ltd."
44:BD:DE,BHTC GmbH
B4:60:8C,"Fiberhome Telecommunication Technologies Co.,LTD"
F4:02:23,PAX Computer Technology(Shenzhen) Ltd.
64:79:F0,Intel Corporate
08:10:86,"NEC Platforms, Ltd."
78:65:3B,"Shaoxing Ourten Electronics Co., Ltd."
E0:E6:56,Nethesis srl
4C:F2:02,Xiaomi Communications Co Ltd
A8:77:E5,"Shenzhen Chuangwei-Rgb Electronics Co.,Ltd"
10:A4:DA,"Huawei Technologies Co.,Ltd"
FC:58:4A,"xiamenshi c-chip technology co., ltd"
84:D6:08,"Wingtech Mobile Communications Co., Ltd."
34:68:93,Tecnovideo Srl
90:23:B4,"New H3C Technologies Co., Ltd"
88:2A:5E,"New H3C Technologies Co., Ltd"
24:69:68,"Tp-Link Technologies Co.,Ltd."
FC:A9:DC,Renesas Electronics (Penang) Sdn. Bhd.
3C:7A:AA,China Dragon Technology Limited
84:FD:27,Silicon Laboratories
28:D3:EA,"Huawei Device Co., Ltd."
A8:F2:66,"Huawei Device Co., Ltd."
CC:9C:3E,Cisco Meraki
84:26:7A,"Guangdong Taide Zhilian Technology Co.,Ltd"
6C:47:60,"Sunitec Enterprise Co.,Ltd"
18:32:19,EM Microelectronic
00:20:C1,"SAXA, Inc."
48:29:E4,Ao
3C:9B:C6,"Huawei Device Co., Ltd."
00:36:BE,Northwest Towers
A4:5E:5A,ACTIVIO Inc.
7C:50:79,Intel Corporate
80:38:FB,Intel Corporate
50:1F:C6,"Apple, Inc."
CC:69:FA,"Apple, Inc."
10:CE:E9,"Apple, Inc."
5C:56:A4,Wanan Hongsheng Electronic Co.Ltd
64:26:56,"Shenzhen Fanweitai Technology Service Co.,Ltd"
AC:82:47,Intel Corporate
F0:25:8E,"Huawei Technologies Co.,Ltd"
9C:74:6F,"Huawei Technologies Co.,Ltd"
AC:74:C4,Maytronics Ltd.
54:09:10,"Apple, Inc."
9C:FC:28,"Apple, Inc."
B4:85:E1,"Apple, Inc."
0C:19:F8,"Apple, Inc."
08:B4:B1,"Google, Inc."
38:20:28,"Huawei Technologies Co.,Ltd"
E4:77:27,"Huawei Technologies Co.,Ltd"
10:51:07,Intel Corporate
74:9A:C0,"Cachengo, Inc."
34:58:7C,"Mirae Information Technology Co., Ltd."
A0:3B:01,Kyung In Electronics
14:5E:69,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
C4:E2:87,"Huawei Technologies Co.,Ltd"
54:F6:07,"Huawei Device Co., Ltd."
A0:A3:F0,D-Link International
E8:A0:CD,"Nintendo Co.,Ltd"
9C:82:3F,"Huawei Device Co., Ltd."
E0:6C:4E,Shenzhen TINNO Mobile Technology Corp.
50:55:8D,China Mobile IOT Company Limited
64:E0:03,"Hui Zhou Gaoshengda Technology Co.,LTD"
34:F7:16,"Tp-Link Technologies Co.,Ltd."
84:65:69,"New H3C Technologies Co., Ltd"
28:1B:04,Zalliant LLC
7C:52:59,"Sichuan Jiuzhou Electronic Technology Co., Ltd."
F4:B3:01,Intel Corporate
E8:D2:FF,Sagemcom Broadband SAS
0C:96:CD,Mercury Corporation
18:CE:94,"Samsung Electronics Co.,Ltd"
78:37:16,"Samsung Electronics Co.,Ltd"
5C:6F:69,Broadcom Limited
78:CF:2F,"Huawei Technologies Co.,Ltd"
A8:3B:5C,"Huawei Technologies Co.,Ltd"
04:5F:B9,"Cisco Systems, Inc"
10:2F:A3,Shenzhen Uvision-tech Technology Co.Ltd
04:49:5D,"Huawei Device Co., Ltd."
F0:FE:E7,"Huawei Device Co., Ltd."
E8:F4:08,Intel Corporate
58:B0:FE,Team EPS GmbH
DC:CD:74,"Japan E.M.Solutions Co., Ltd."
74:8B:29,Micobiomed
48:4C:29,"Huawei Technologies Co.,Ltd"
C4:D4:38,"Huawei Technologies Co.,Ltd"
54:21:1D,"Huawei Device Co., Ltd."
14:3F:A6,Sony Home Entertainment&Sound Products Inc
44:D4:53,Sagemcom Broadband SAS
DC:A1:20,Nokia
50:52:3B,Nokia
24:06:AA,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
8C:AE:49,IEEE Registration Authority
20:FF:36,"Iflytek Co.,Ltd."
24:64:9F,"Huawei Device Co., Ltd."
0C:17:73,"Huawei Device Co., Ltd."
E8:1E:92,"Huawei Device Co., Ltd."
88:8E:68,"Huawei Device Co., Ltd."
80:74:84,ALL Winner (Hong Kong) Limited
88:23:8C,"Fiberhome Telecommunication Technologies Co.,LTD"
A8:CC:6F,HMD Global Oy
A4:CC:B9,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
6C:B8:81,zte corporation
98:9A:B9,zte corporation
00:8A:55,"Huawei Device Co., Ltd."
64:A2:8A,"Huawei Device Co., Ltd."
AC:47:1B,"Huawei Device Co., Ltd."
08:65:F0,"JM Zengge Co., Ltd"
14:AB:02,"Huawei Technologies Co.,Ltd"
B0:45:30,Sky Uk Limited
6C:A0:B4,Sky Uk Limited
EC:0D:E4,Amazon Technologies Inc.
B4:56:E3,"Apple, Inc."
84:30:95,"Hon Hai Precision IND.CO.,LTD"
3C:61:05,Espressif Inc.
4C:20:B8,"Apple, Inc."
14:88:E6,"Apple, Inc."
78:95:EB,Itel Mobile Limited
B0:BB:E5,Sagemcom Broadband SAS
1C:9F:4E,Coosea Group (Hk) Company Limited
A4:68:BC,Oakley Inc.
8C:FD:DE,Sagemcom Broadband SAS
48:D8:90,Fn-Link Technology Limited
B0:C5:3C,"Cisco Systems, Inc"
EC:CE:13,"Cisco Systems, Inc"
C4:18:E9,"Samsung Electronics Co.,Ltd"
1C:E5:7F,"Samsung Electronics Co.,Ltd"
08:55:31,Routerboard.com
24:11:45,Xiaomi Communications Co Ltd
00:04:2B,"IT Access Co., Ltd."
D4:4F:67,"Huawei Technologies Co.,Ltd"
F8:B9:5A,LG Innotek
78:1F:11,RAB Lighting
10:71:00,"Huawei Device Co., Ltd."
60:7E:A4,Shanghai Imilab Technology Co.Ltd
B4:FF:98,"Huawei Technologies Co.,Ltd"
08:38:E6,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd."
E8:C2:DD,Infinix mobility limited
C4:1C:9C,JiQiDao
98:F1:81,"New H3C Technologies Co., Ltd"
8C:55:BB,"Songwoo Information & Technology Co., Ltd"
7C:8F:DE,DWnet Technologies(Suzhou) Corporation
90:80:8F,"Huawei Device Co., Ltd."
18:45:16,Texas Instruments
D0:2E:AB,Texas Instruments
84:71:27,Silicon Laboratories
F0:F7:E7,"Huawei Technologies Co.,Ltd"
84:9D:C2,"Shanghai MXCHIP Information Technology Co., Ltd."
40:A9:CF,Amazon Technologies Inc.
58:95:D8,IEEE Registration Authority
F8:0D:AC,HP Inc.
88:50:F6,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd"
04:05:DD,"Shenzhen Cultraview Digital Technology Co., Ltd"
38:97:A4,"Elecom Co.,Ltd."
E4:33:AE,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
38:7A:3C,"Fiberhome Telecommunication Technologies Co.,LTD"
8C:CE:4E,Espressif Inc.
40:B5:C1,"Cisco Systems, Inc"
E4:47:91,"Iris ID Systems, Inc."
F0:13:C1,"Hannto Technology Co., Ltd"
84:54:DF,"Huawei Device Co., Ltd."
E8:84:A5,Intel Corporate
00:C0:35,Quintar Company
1C:50:1E,"Sunplus Technology Co., Ltd."
FC:66:CF,"Apple, Inc."
AC:1D:06,"Apple, Inc."
44:A8:FC,"Apple, Inc."
F8:10:93,"Apple, Inc."
DC:E9:94,Cloud Network Technology Singapore Pte. Ltd.
40:95:05,"Acoinfo Technology Co.,Ltd"
5C:D8:9E,"Huawei Device Co., Ltd."
B8:2D:28,"AMPAK Technology,Inc."
A4:13:4E,Luxul
B8:5F:98,Amazon Technologies Inc.
D8:F8:83,Intel Corporate
B4:36:D1,Renesas Electronics (Penang) Sdn. Bhd.
10:19:65,"New H3C Technologies Co., Ltd"
DC:77:4C,"Cisco Systems, Inc"
20:44:41,Remote Solution
FC:44:82,Intel Corporate
